10 	 -1.361487005168809 	 2.834898140881361e-8 	 -0.007601007686002926
20 	 -1.356505884193818 	 1.7018655536154853e-8 	 -0.03381147923914991
30 	 -1.4105824069929442 	 1.4704466905566673e-8 	 -0.08020567408056123
40 	 -1.4334814421997149 	 1.1893378895532997e-8 	 -0.3970048099980708
50 	 -1.3884477732809226 	 9.45161610443034e-9 	 -0.4575202126515604
60 	 -1.4054211723777232 	 7.921604098688619e-9 	 -0.4604912723912066
70 	 -1.3793770220143955 	 6.1890196396431616e-9 	 -0.7342897983606447
80 	 -1.4346449323103436 	 4.8417716850859936e-9 	 -0.8329925871227155
90 	 -1.4108624255116848 	 3.175157352391807e-9 	 -1.2281342631682433
100 	 -1.421904168012389 	 0.0 	 -1.4219041680116182
