10 	 -1.3576949390092958 	 2.8176572461272098e-8 	 -0.007601007686002926
20 	 -1.3573691504022745 	 1.7026406244700857e-8 	 -0.03381147923914991
30 	 -1.4089966839949462 	 1.4669918597217967e-8 	 -0.08020567408056123
40 	 -1.4337109808303992 	 1.1909006626466348e-8 	 -0.3970048099980708
50 	 -1.3875731546280352 	 9.433935370041341e-9 	 -0.4575202126515604
60 	 -1.4047412274634026 	 7.914782432424896e-9 	 -0.4604912723912066
70 	 -1.3789915398222559 	 6.179818671784516e-9 	 -0.7342897983606447
80 	 -1.4339625015361226 	 4.831220492737536e-9 	 -0.8329925871227155
90 	 -1.410911298562773 	 3.1755011402341386e-9 	 -1.2281342631682433
100 	 -1.421904168012369 	 0.0 	 -1.4219041680116182
