10 	 992293.1397009476 	 0.018344089109642588 	 95457.67987701528
20 	 996104.9138167696 	 0.0122260905465913 	 195893.18703695523
30 	 996556.2443146653 	 0.009348375614541432 	 296328.9206432254
40 	 992388.0990361727 	 0.007466210439696105 	 396764.6542597638
50 	 993828.6054117993 	 0.006119766191163186 	 497200.3878763021
60 	 996593.6626563119 	 0.004997568363652538 	 597636.1214929943
70 	 991450.9002401957 	 0.003995105566438455 	 698071.8551097421
80 	 992811.2637839096 	 0.0030490099524374346 	 798507.5887161825
90 	 994530.1428204825 	 0.0020372510734499383 	 898943.0958762357
100 	 994400.775752878 	 0.0 	 994400.7757533432
