10 	 992036.8209183486 	 0.018291239659646925 	 95457.67987701528
20 	 996720.0178804981 	 0.012201713088557194 	 195893.18703695523
30 	 996466.8577018662 	 0.009325362814873773 	 296328.9206432254
40 	 992446.2767736729 	 0.007445867086543033 	 396764.6542597638
50 	 994036.6006029064 	 0.006104005271529361 	 497200.3878763021
60 	 996529.6348999148 	 0.0049837409902698665 	 597636.1214929943
70 	 991462.3335900832 	 0.003983535418344291 	 698071.8551097421
80 	 992802.7873496294 	 0.0030409752538074794 	 798507.5887161825
90 	 994512.6635089524 	 0.002031793262240106 	 898943.0958762357
100 	 994400.7757528754 	 0.0 	 994400.7757533432
