10 	 992125.2089812132 	 0.018338862741302496 	 95457.67987701528
20 	 996193.7858116755 	 0.012218492957347091 	 195893.18703695523
30 	 996652.0796472586 	 0.009349334639188248 	 296328.9206432254
40 	 992587.0382235304 	 0.00746248354939628 	 396764.6542597638
50 	 993694.4505077868 	 0.006114019563655825 	 497200.3878763021
60 	 996639.0473894041 	 0.004995895433024331 	 597636.1214929943
70 	 991497.0900914853 	 0.003992226334266114 	 698071.8551097421
80 	 992878.8999079313 	 0.0030480419589826177 	 798507.5887161825
90 	 994509.8891018754 	 0.0020360154538836563 	 898943.0958762357
100 	 994400.7757528769 	 0.0 	 994400.7757533432
