10 	 -0.267295613317847 	 0.014955801974207525 	 -0.012906787872475563
20 	 -0.2863711167864413 	 0.007477930269380322 	 -0.02521882206228141
30 	 -0.26737974470158665 	 4.6383144103871484e-8 	 -0.0798944370389265
40 	 -0.2888430824672926 	 4.0923976469085306e-8 	 -0.16618468283838242
50 	 -0.27838901453627546 	 3.265033404394875e-8 	 -0.1870277913705915
60 	 -0.2848182303867782 	 2.7028910007354828e-8 	 -0.18896249925664899
70 	 -0.28474662875746476 	 2.194548363838998e-8 	 -0.1973552770745479
80 	 -0.2866519309933859 	 1.6423733480059297e-8 	 -0.20728867679634067
90 	 -0.28471662468355435 	 1.1088837095580963e-8 	 -0.21840874614951716
100 	 -0.28640458104776323 	 0.0 	 -0.2864045810477645
