10 	 -0.2672294166877255 	 8.077530567989954e-8 	 -0.012906787872475563
20 	 -0.28588937887947313 	 6.254671806548649e-8 	 -0.02521882206228141
30 	 -0.26764475509434127 	 4.6416178607020266e-8 	 -0.0798944370389265
40 	 -0.28896990408796047 	 4.107201006128501e-8 	 -0.16618468283838242
50 	 -0.2778868250535441 	 3.253922095176613e-8 	 -0.1870277913705915
60 	 -0.28487974200782296 	 2.7045682723080893e-8 	 -0.18896249925664899
70 	 -0.28511581332172115 	 2.2047667630299444e-8 	 -0.1973552770745479
80 	 -0.2867771822394093 	 1.6481005720737372e-8 	 -0.20728867679634067
90 	 -0.2847489316694899 	 1.1097039282454355e-8 	 -0.21840874614951716
100 	 -0.28640458104776423 	 0.0 	 -0.2864045810477645
