10 	 -0.0023529046205475585 	 1.9514151950987468e-7 	 -0.0051140468139270435
20 	 -0.004867493807149372 	 5.114752476414945e-7 	 -0.0051198913462170564
30 	 -0.5055164525205139 	 7.860752119111353e-5 	 -0.006990510985356827
40 	 -0.040204520770105286 	 2.6620288091214115e-6 	 -0.007079054816438015
50 	 -0.027484321669285303 	 1.7117555748719714e-6 	 -0.007934380873449089
60 	 -0.26495665562588094 	 2.9710877265011826e-5 	 -0.007964942847735816
70 	 -0.02685844631982002 	 1.1875333385055729e-6 	 -0.007972090306897463
80 	 -0.199891695002559 	 1.4436384965104996e-5 	 -0.00797428294477075
90 	 -0.17502385541756293 	 9.847865874327458e-6 	 -0.008289264082541456
100 	 -0.1643802787321417 	 0.0 	 -0.16438027873214187
