10 	 -0.002380388214435447 	 1.9951446811998423e-7 	 -0.0051140468139270435
20 	 -0.00498163525126895 	 5.17841140738771e-7 	 -0.0051198913462170564
30 	 -0.5193312291782489 	 8.157270044228452e-5 	 -0.006990510985356827
40 	 -0.040938975218461314 	 2.735031075126819e-6 	 -0.007079054816438015
50 	 -0.028329375538704998 	 1.8222201357617174e-6 	 -0.007934380873449089
60 	 -0.25444504799345974 	 2.7571368507033418e-5 	 -0.007964942847735816
70 	 -0.026746306562749414 	 1.1636374176016427e-6 	 -0.007972090306897463
80 	 -0.19956346775232134 	 1.438300496747682e-5 	 -0.00797428294477075
90 	 -0.17795313185147618 	 1.0810101172078637e-5 	 -0.008289264082541456
100 	 -0.16438027873214203 	 0.0 	 -0.16438027873214187
