10 	 -0.0022608941833415076 	 1.8408140284107407e-7 	 -0.0051140468139270435
20 	 -0.004546947878737543 	 4.4113730413805245e-7 	 -0.0051198913462170564
30 	 -0.5723311502037116 	 9.095009414830245e-5 	 -0.006990510985356827
40 	 -0.040341828191950126 	 2.6830018609067017e-6 	 -0.007079054816438015
50 	 -0.027414790108045324 	 1.7249790474173021e-6 	 -0.007934380873449089
60 	 -0.24410768806152208 	 2.4625449192017447e-5 	 -0.007964942847735816
70 	 -0.026815573418048428 	 1.1880589451298448e-6 	 -0.007972090306897463
80 	 -0.19756211941197752 	 1.3862624876078025e-5 	 -0.00797428294477075
90 	 -0.17862732479257354 	 1.0979620197627978e-5 	 -0.008289264082541456
100 	 -0.1643802787321417 	 0.0 	 -0.16438027873214187
