10 	 -0.0024131275443221322 	 2.0453831017919643e-7 	 -0.0051140468139270435
20 	 -0.0051771281241150885 	 5.623340867513039e-7 	 -0.0051198913462170564
30 	 -0.527956679558774 	 8.322701931520278e-5 	 -0.006990510985356827
40 	 -0.04194929357339522 	 2.874769737385395e-6 	 -0.007079054816438015
50 	 -0.02743433160369875 	 1.7340162347448046e-6 	 -0.007934380873449089
60 	 -0.26598498648029956 	 3.0067927500790193e-5 	 -0.007964942847735816
70 	 -0.025916281594110194 	 1.0606787284604822e-6 	 -0.007972090306897463
80 	 -0.1927197808870314 	 1.2566542543866588e-5 	 -0.00797428294477075
90 	 -0.17176739388994436 	 8.796513098111618e-6 	 -0.008289264082541456
100 	 -0.16568660360067525 	 3.1213696212526662e-6 	 -0.16438027873214187
