10 	 6119.566999437656 	 7.580400599295427e-5 	 499.00114117041346
20 	 6111.00835610364 	 5.063074206492315e-5 	 957.577126485601
30 	 6119.310748614715 	 3.8777925104561144e-5 	 1484.043120304066
40 	 6107.444747779164 	 3.101193341226349e-5 	 1967.5724710207974
50 	 6107.6441374503 	 2.5328636405229668e-5 	 2670.7559719598516
60 	 6111.478030647673 	 2.0684039312489476e-5 	 3313.470106041458
70 	 6112.355994658504 	 1.6584254773976624e-5 	 4060.4319163273476
80 	 6113.589392909588 	 1.2670795946367574e-5 	 4741.428582206047
90 	 6112.818648742741 	 8.441784345792723e-6 	 5457.608839924503
100 	 6111.836078253742 	 0.0 	 6111.836078253736
