10 	 6118.896407767672 	 7.559131445826947e-5 	 499.00114117041346
20 	 6111.076656579909 	 5.049525432136141e-5 	 957.577126485601
30 	 6119.5972623006455 	 3.867083011990296e-5 	 1484.043120304066
40 	 6107.754991195694 	 3.0931296224951245e-5 	 1967.5724710207974
50 	 6107.577032742671 	 2.5258644407570668e-5 	 2670.7559719598516
60 	 6111.543521894886 	 2.06273771566425e-5 	 3313.470106041458
70 	 6112.448163248433 	 1.654143667264964e-5 	 4060.4319163273476
80 	 6113.574750576823 	 1.2634508160414794e-5 	 4741.428582206047
90 	 6112.883425968855 	 8.420566816218108e-6 	 5457.608839924503
100 	 6111.836078253709 	 0.0 	 6111.836078253736
