10 	 6117.3551888716465 	 7.593237537461838e-5 	 499.00114117041346
20 	 6110.891911669673 	 5.074409768837456e-5 	 957.577126485601
30 	 6119.057715708009 	 3.882616507206286e-5 	 1484.043120304066
40 	 6107.590906273782 	 3.107389685513099e-5 	 1967.5724710207974
50 	 6107.182660911204 	 2.5358401451364793e-5 	 2670.7559719598516
60 	 6111.856167687362 	 2.0721751640953285e-5 	 3313.470106041458
70 	 6112.159040350607 	 1.660712449700182e-5 	 4060.4319163273476
80 	 6113.574251309838 	 1.2688467501120686e-5 	 4741.428582206047
90 	 6112.831955907264 	 8.456076153282128e-6 	 5457.608839924503
100 	 6111.836078253726 	 0.0 	 6111.836078253736
